Date,Balance
2018-04-14,10818
2018-04-15,10845
2018-04-16,10801
2018-04-17,10771
2018-04-18,10733
2018-04-19,10797
2018-04-20,10859
2018-04-21,10920
2018-04-22,10960
2018-04-23,10948
2018-04-24,11007
2018-04-25,10992
2018-04-26,11044
2018-04-27,11017
2018-04-28,10969
2018-04-29,11009
2018-04-30,10983
2018-05-01,11040
2018-05-02,11057
2018-05-03,11015
2018-05-04,11049
2018-05-05,11008
2018-05-06,11046
2018-05-07,11030
2018-05-08,11092
2018-05-09,11161
2018-05-10,11186
2018-05-11,11241
2018-05-12,11236
2018-05-13,11250
2018-05-14,11264
2018-05-15,11302
2018-05-16,11341
2018-05-17,11314
2018-05-18,11304
2018-05-19,11317
2018-05-20,11325
2018-05-21,11287
2018-05-22,11296
2018-05-23,11329
2018-05-24,11390
2018-05-25,11386
2018-05-26,11359
2018-05-27,11394
2018-05-28,11415
2018-05-29,11469
2018-05-30,11497
2018-05-31,11530
2018-06-01,11511
2018-06-02,11547
2018-06-03,11582
2018-06-04,11563
2018-06-05,11617
2018-06-06,11660
2018-06-07,11618
2018-06-08,11623
2018-06-09,11609
2018-06-10,11655
2018-06-11,11697
2018-06-12,11660
2018-06-13,11718
2018-06-14,11775
2018-06-15,11781
2018-06-16,11731
2018-06-17,11730
2018-06-18,11764
2018-06-19,11813
2018-06-20,11877
2018-06-21,11934
2018-06-22,11999
2018-06-23,12010
2018-06-24,12077
2018-06-25,12078
2018-06-26,12090
2018-06-27,12152
2018-06-28,12180
2018-06-29,12205
2018-06-30,12157
2018-07-01,12157
2018-07-02,12144
2018-07-03,12104
2018-07-04,12085
2018-07-05,12140
2018-07-06,12114
2018-07-07,12150
2018-07-08,12152
2018-07-09,12133
2018-07-10,12139
2018-07-11,12134
2018-07-12,12146
2018-07-13,12186
2018-07-14,12245
2018-07-15,12199
2018-07-16,12256
2018-07-17,12283
2018-07-18,12289
2018-07-19,12347
2018-07-20,12354
2018-07-21,12417
2018-07-22,12400
2018-07-23,12445
2018-07-24,12499
2018-07-25,12557
2018-07-26,12544
2018-07-27,12554
2018-07-28,12552
2018-07-29,12570
2018-07-30,12542
2018-07-31,12511
2018-08-01,12532
2018-08-02,12564
2018-08-03,12536
2018-08-04,12591
2018-08-05,12589
2018-08-06,12548
2018-08-07,12614
2018-08-08,12672
2018-08-09,12739
2018-08-10,12702
2018-08-11,12760
2018-08-12,12721
2018-08-13,12683
2018-08-14,12639
2018-08-15,12620
2018-08-16,12589
2018-08-17,12631
2018-08-18,12667
2018-08-19,12633
2018-08-20,12695
2018-08-21,12729
2018-08-22,12743
2018-08-23,12729
2018-08-24,12740
2018-08-25,12697
2018-08-26,12662
2018-08-27,12695
2018-08-28,12690
2018-08-29,12676
2018-08-30,12664
2018-08-31,12630
2018-09-01,12698
2018-09-02,12651
2018-09-03,12626
2018-09-04,12684
2018-09-05,12716
2018-09-06,12696
2018-09-07,12651
2018-09-08,12663
2018-09-09,12656
2018-09-10,12725
2018-09-11,12766
2018-09-12,12747
2018-09-13,12809
2018-09-14,12835
2018-09-15,12865
2018-09-16,12838
2018-09-17,12828
2018-09-18,12810
2018-09-19,12820
2018-09-20,12873
2018-09-21,12864
2018-09-22,12855
2018-09-23,12876
2018-09-24,12858
2018-09-25,12825
2018-09-26,12790
2018-09-27,12856
2018-09-28,12832
2018-09-29,12900
2018-09-30,12912
2018-10-01,12869
2018-10-02,12866
2018-10-03,12869
2018-10-04,12861
2018-10-05,12818
2018-10-06,12792
2018-10-07,12832
2018-10-08,12835
2018-10-09,12871
2018-10-10,12875
2018-10-11,12898
2018-10-12,12947
2018-10-13,12970
2018-10-14,13005
2018-10-15,13021
2018-10-16,13062
2018-10-17,13088
2018-10-18,13128
2018-10-19,13086
2018-10-20,13134
2018-10-21,13172
2018-10-22,13164
2018-10-23,13146
2018-10-24,13212
2018-10-25,13257
2018-10-26,13290
2018-10-27,13261
2018-10-28,13256
2018-10-29,13213
2018-10-30,13263
2018-10-31,13299
2018-11-01,13344
2018-11-02,13410
2018-11-03,13420
2018-11-04,13406
2018-11-05,13405
2018-11-06,13442
2018-11-07,13449
2018-11-08,13441
2018-11-09,13462
2018-11-10,13514
2018-11-11,13505
2018-11-12,13524
2018-11-13,13530
2018-11-14,13490
2018-11-15,13460
2018-11-16,13482
2018-11-17,13528
2018-11-18,13522
2018-11-19,13509
2018-11-20,13555
2018-11-21,13576
2018-11-22,13608
2018-11-23,13563
2018-11-24,13561
2018-11-25,13574
2018-11-26,13580
2018-11-27,13604
2018-11-28,13616
2018-11-29,13577
2018-11-30,13617
2018-12-01,13656
2018-12-02,13678
2018-12-03,13636
2018-12-04,13673
2018-12-05,13683
2018-12-06,13746
2018-12-07,13733
2018-12-08,13717
2018-12-09,13754
2018-12-10,13737
2018-12-11,13796
2018-12-12,13791
2018-12-13,13832
2018-12-14,13803
2018-12-15,13864
2018-12-16,13914
2018-12-17,13939
2018-12-18,13902
2018-12-19,13899
2018-12-20,13962
2018-12-21,13933
2018-12-22,13968
2018-12-23,13970
2018-12-24,14036
2018-12-25,13989
2018-12-26,13940
2018-12-27,14004
2018-12-28,14048
2018-12-29,14025
2018-12-30,14005
2018-12-31,14065
2019-01-01,14039
2019-01-02,14046
2019-01-03,14028
2019-01-04,14038
2019-01-05,14040
2019-01-06,14096
2019-01-07,14057
2019-01-08,14102
2019-01-09,14110
2019-01-10,14080
2019-01-11,14032
2019-01-12,14030
2019-01-13,14010
2019-01-14,14072
2019-01-15,14088
2019-01-16,14146
2019-01-17,14145
2019-01-18,14159
2019-01-19,14172
2019-01-20,14224
2019-01-21,14177
2019-01-22,14200
2019-01-23,14241
2019-01-24,14232
2019-01-25,14266
2019-01-26,14300
2019-01-27,14362
2019-01-28,14359
2019-01-29,14358
2019-01-30,14389
2019-01-31,14441
2019-02-01,14496
2019-02-02,14558
2019-02-03,14598
2019-02-04,14656
2019-02-05,14691
2019-02-06,14655
2019-02-07,14700
2019-02-08,14670
2019-02-09,14679
2019-02-10,14633
2019-02-11,14699
2019-02-12,14723
2019-02-13,14694
2019-02-14,14657
2019-02-15,14631
2019-02-16,14662
2019-02-17,14711
2019-02-18,14721
2019-02-19,14716
2019-02-20,14785
2019-02-21,14854
2019-02-22,14891
2019-02-23,14948
2019-02-24,14903
2019-02-25,14949
2019-02-26,15012
2019-02-27,14966
2019-02-28,14949
2019-03-01,14995
2019-03-02,15007
2019-03-03,15023
2019-03-04,14976
2019-03-05,15035
2019-03-06,15038
2019-03-07,15061
2019-03-08,15067
2019-03-09,15060
2019-03-10,15044
2019-03-11,15110
2019-03-12,15078
2019-03-13,15104
2019-03-14,15083
2019-03-15,15088
2019-03-16,15142
2019-03-17,15194
2019-03-18,15243
2019-03-19,15215
2019-03-20,15278
2019-03-21,15234
2019-03-22,15280
2019-03-23,15308
2019-03-24,15318
2019-03-25,15291
2019-03-26,15289
2019-03-27,15241
2019-03-28,15212
2019-03-29,15163
2019-03-30,15197
2019-03-31,15150
2019-04-01,15174
2019-04-02,15208
2019-04-03,15232
2019-04-04,15207
2019-04-05,15184
2019-04-06,15227
2019-04-07,15284
2019-04-08,15350
2019-04-09,15395
2019-04-10,15389
2019-04-11,15430
2019-04-12,15456
2019-04-13,15414
2019-04-14,15426
2019-04-15,15474
2019-04-16,15435
2019-04-17,15444
2019-04-18,15513
2019-04-19,15544
2019-04-20,15589
2019-04-21,15636
2019-04-22,15662
2019-04-23,15731
2019-04-24,15753
2019-04-25,15796
2019-04-26,15774
2019-04-27,15822
2019-04-28,15850
2019-04-29,15832
2019-04-30,15812
2019-05-01,15794
2019-05-02,15796
2019-05-03,15854
2019-05-04,15871
2019-05-05,15853
2019-05-06,15827
2019-05-07,15785
2019-05-08,15748
2019-05-09,15703
2019-05-10,15658
2019-05-11,15671
2019-05-12,15674
2019-05-13,15662
2019-05-14,15641
2019-05-15,15609
2019-05-16,15612
2019-05-17,15603
2019-05-18,15571
2019-05-19,15578
2019-05-20,15640
2019-05-21,15681
2019-05-22,15738
2019-05-23,15747
2019-05-24,15758
2019-05-25,15788
2019-05-26,15802
2019-05-27,15787
2019-05-28,15763
2019-05-29,15813
2019-05-30,15811
2019-05-31,15812
2019-06-01,15869
2019-06-02,15906
2019-06-03,15960
2019-06-04,15991
2019-06-05,16051
2019-06-06,16117
2019-06-07,16169
2019-06-08,16195
2019-06-09,16245
2019-06-10,16259
2019-06-11,16311
2019-06-12,16374
2019-06-13,16355
2019-06-14,16330
2019-06-15,16304
2019-06-16,16283
2019-06-17,16241
2019-06-18,16274
2019-06-19,16308
2019-06-20,16274
2019-06-21,16309
2019-06-22,16318
2019-06-23,16336
2019-06-24,16389
2019-06-25,16436
2019-06-26,16440
2019-06-27,16483
2019-06-28,16534
2019-06-29,16486
2019-06-30,16460
2019-07-01,16429
2019-07-02,16436
2019-07-03,16472
2019-07-04,16440
2019-07-05,16457
2019-07-06,16453
2019-07-07,16507
2019-07-08,16470
2019-07-09,16465
2019-07-10,16463
2019-07-11,16470
2019-07-12,16524
2019-07-13,16567
2019-07-14,16566
2019-07-15,16573
2019-07-16,16642
2019-07-17,16683
2019-07-18,16693
2019-07-19,16701
2019-07-20,16736
2019-07-21,16803
2019-07-22,16854
2019-07-23,16909
2019-07-24,16910
2019-07-25,16894
2019-07-26,16915
2019-07-27,16911
2019-07-28,16862
2019-07-29,16819
2019-07-30,16846
2019-07-31,16828
2019-08-01,16891
2019-08-02,16885
2019-08-03,16922
2019-08-04,16876
2019-08-05,16914
2019-08-06,16908
2019-08-07,16868
2019-08-08,16913
2019-08-09,16970
2019-08-10,16996
2019-08-11,17034
2019-08-12,17062
2019-08-13,17041
2019-08-14,17088
2019-08-15,17047
2019-08-16,17115
2019-08-17,17106
2019-08-18,17116
2019-08-19,17108
2019-08-20,17124
2019-08-21,17174
2019-08-22,17190
2019-08-23,17192
