Date,Balance
2019-02-09,10828
2019-02-10,10863
2019-02-11,10885
2019-02-12,10865
2019-02-13,10887
2019-02-14,10926
2019-02-15,10961
2019-02-16,10971
2019-02-17,11009
2019-02-18,11043
2019-02-19,11070
2019-02-20,11078
2019-02-21,11084
2019-02-22,11122
2019-02-23,11121
2019-02-24,11072
2019-02-25,11056
2019-02-26,11114
2019-02-27,11118
2019-02-28,11171
2019-03-01,11207
2019-03-02,11164
2019-03-03,11162
2019-03-04,11130
2019-03-05,11107
2019-03-06,11118
2019-03-07,11071
2019-03-08,11059
2019-03-09,11045
2019-03-10,10995
2019-03-11,11003
2019-03-12,10985
2019-03-13,11016
2019-03-14,11000
2019-03-15,11004
2019-03-16,10961
2019-03-17,11010
2019-03-18,10984
2019-03-19,10964
2019-03-20,10937
2019-03-21,10992
2019-03-22,10977
2019-03-23,11018
2019-03-24,10989
2019-03-25,10944
2019-03-26,10944
2019-03-27,10959
2019-03-28,11011
2019-03-29,10975
2019-03-30,11002
2019-03-31,11040
2019-04-01,11089
2019-04-02,11093
2019-04-03,11113
2019-04-04,11072
2019-04-05,11125
2019-04-06,11135
2019-04-07,11146
2019-04-08,11181
2019-04-09,11178
2019-04-10,11199
2019-04-11,11256
2019-04-12,11304
2019-04-13,11269
2019-04-14,11305
2019-04-15,11286
2019-04-16,11338
2019-04-17,11293
2019-04-18,11273
2019-04-19,11300
2019-04-20,11279
2019-04-21,11336
2019-04-22,11342
2019-04-23,11401
2019-04-24,11387
2019-04-25,11417
2019-04-26,11411
2019-04-27,11456
2019-04-28,11441
2019-04-29,11477
2019-04-30,11497
2019-05-01,11460
2019-05-02,11428
2019-05-03,11435
2019-05-04,11431
2019-05-05,11472
2019-05-06,11523
2019-05-07,11565
2019-05-08,11551
2019-05-09,11610
2019-05-10,11654
2019-05-11,11713
2019-05-12,11679
2019-05-13,11731
2019-05-14,11750
2019-05-15,11804
2019-05-16,11756
2019-05-17,11755
2019-05-18,11754
2019-05-19,11796
2019-05-20,11771
2019-05-21,11792
2019-05-22,11840
2019-05-23,11859
2019-05-24,11813
2019-05-25,11865
2019-05-26,11817
2019-05-27,11784
2019-05-28,11829
2019-05-29,11802
2019-05-30,11777
2019-05-31,11737
2019-06-01,11701
2019-06-02,11662
2019-06-03,11642
2019-06-04,11635
2019-06-05,11589
2019-06-06,11607
2019-06-07,11629
2019-06-08,11642
2019-06-09,11667
2019-06-10,11663
2019-06-11,11649
2019-06-12,11663
2019-06-13,11683
2019-06-14,11643
2019-06-15,11632
2019-06-16,11599
2019-06-17,11615
2019-06-18,11617
2019-06-19,11588
2019-06-20,11544
2019-06-21,11569
2019-06-22,11603
2019-06-23,11579
2019-06-24,11597
2019-06-25,11647
2019-06-26,11672
2019-06-27,11716
2019-06-28,11697
2019-06-29,11674
2019-06-30,11715
2019-07-01,11743
2019-07-02,11747
2019-07-03,11715
2019-07-04,11693
2019-07-05,11714
2019-07-06,11685
2019-07-07,11722
2019-07-08,11741
2019-07-09,11784
2019-07-10,11820
2019-07-11,11810
2019-07-12,11863
2019-07-13,11819
2019-07-14,11779
2019-07-15,11808
2019-07-16,11864
2019-07-17,11833
2019-07-18,11822
2019-07-19,11825
2019-07-20,11867
2019-07-21,11845
2019-07-22,11888
2019-07-23,11896
2019-07-24,11932
2019-07-25,11984
2019-07-26,11937
2019-07-27,11951
2019-07-28,11952
2019-07-29,11923
2019-07-30,11887
2019-07-31,11945
2019-08-01,11916
2019-08-02,11881
2019-08-03,11927
2019-08-04,11898
2019-08-05,11949
2019-08-06,11984
2019-08-07,11968
2019-08-08,11934
2019-08-09,11972
2019-08-10,11951
2019-08-11,11927
2019-08-12,11974
2019-08-13,12031
2019-08-14,12065
2019-08-15,12020
2019-08-16,11980
2019-08-17,11964
2019-08-18,11928
2019-08-19,11950
2019-08-20,11933
2019-08-21,11933
2019-08-22,11891
2019-08-23,11948
