Date,Balance
2018-07-14,17310
2018-07-15,17373
2018-07-16,17366
2018-07-17,17478
2018-07-18,17520
2018-07-19,17482
2018-07-20,17432
2018-07-21,17408
2018-07-22,17473
2018-07-23,17461
2018-07-24,17446
2018-07-25,17422
2018-07-26,17402
2018-07-27,17357
2018-07-28,17326
2018-07-29,17373
2018-07-30,17327
2018-07-31,17436
2018-08-01,17527
2018-08-02,17644
2018-08-03,17680
2018-08-04,17637
2018-08-05,17590
2018-08-06,17636
2018-08-07,17732
2018-08-08,17700
2018-08-09,17660
2018-08-10,17726
2018-08-11,17781
2018-08-12,17803
2018-08-13,17903
2018-08-14,17904
2018-08-15,17865
2018-08-16,17862
2018-08-17,17870
2018-08-18,17908
2018-08-19,17924
2018-08-20,18011
2018-08-21,17961
2018-08-22,17935
2018-08-23,17908
2018-08-24,17900
2018-08-25,17879
2018-08-26,17924
2018-08-27,17896
2018-08-28,17872
2018-08-29,17962
2018-08-30,17965
2018-08-31,18033
2018-09-01,18097
2018-09-02,18166
2018-09-03,18279
2018-09-04,18260
2018-09-05,18227
2018-09-06,18200
2018-09-07,18252
2018-09-08,18320
2018-09-09,18328
2018-09-10,18348
2018-09-11,18422
2018-09-12,18466
2018-09-13,18466
2018-09-14,18538
2018-09-15,18607
2018-09-16,18700
2018-09-17,18728
2018-09-18,18783
2018-09-19,18757
2018-09-20,18764
2018-09-21,18772
2018-09-22,18830
2018-09-23,18941
2018-09-24,19010
2018-09-25,19031
2018-09-26,19128
2018-09-27,19108
2018-09-28,19196
2018-09-29,19152
2018-09-30,19233
2018-10-01,19345
2018-10-02,19352
2018-10-03,19405
2018-10-04,19445
2018-10-05,19547
2018-10-06,19518
2018-10-07,19530
2018-10-08,19572
2018-10-09,19675
2018-10-10,19680
2018-10-11,19742
2018-10-12,19765
2018-10-13,19814
2018-10-14,19916
2018-10-15,19932
2018-10-16,19982
2018-10-17,20086
2018-10-18,20113
2018-10-19,20070
2018-10-20,20157
2018-10-21,20230
2018-10-22,20311
2018-10-23,20415
2018-10-24,20504
2018-10-25,20495
2018-10-26,20477
2018-10-27,20522
2018-10-28,20583
2018-10-29,20601
2018-10-30,20672
2018-10-31,20725
2018-11-01,20834
2018-11-02,20785
2018-11-03,20776
2018-11-04,20817
2018-11-05,20891
2018-11-06,20918
2018-11-07,21024
2018-11-08,21033
2018-11-09,21088
2018-11-10,21071
2018-11-11,21086
2018-11-12,21125
2018-11-13,21075
2018-11-14,21141
2018-11-15,21096
2018-11-16,21103
2018-11-17,21204
2018-11-18,21171
2018-11-19,21190
2018-11-20,21237
2018-11-21,21294
2018-11-22,21320
2018-11-23,21360
2018-11-24,21324
2018-11-25,21328
2018-11-26,21293
2018-11-27,21310
2018-11-28,21369
2018-11-29,21319
2018-11-30,21284
2018-12-01,21352
2018-12-02,21310
2018-12-03,21427
2018-12-04,21537
2018-12-05,21608
2018-12-06,21664
2018-12-07,21709
2018-12-08,21787
2018-12-09,21850
2018-12-10,21913
2018-12-11,21995
2018-12-12,22011
2018-12-13,22116
2018-12-14,22185
2018-12-15,22136
2018-12-16,22249
2018-12-17,22297
2018-12-18,22332
2018-12-19,22449
2018-12-20,22505
2018-12-21,22576
2018-12-22,22610
2018-12-23,22577
2018-12-24,22623
2018-12-25,22584
2018-12-26,22662
2018-12-27,22729
2018-12-28,22779
2018-12-29,22889
2018-12-30,22942
2018-12-31,22916
2019-01-01,22972
2019-01-02,22994
2019-01-03,23095
2019-01-04,23183
2019-01-05,23294
2019-01-06,23261
2019-01-07,23240
2019-01-08,23351
2019-01-09,23377
2019-01-10,23366
2019-01-11,23377
2019-01-12,23332
2019-01-13,23421
2019-01-14,23407
2019-01-15,23461
2019-01-16,23529
2019-01-17,23529
2019-01-18,23562
2019-01-19,23517
2019-01-20,23568
2019-01-21,23647
2019-01-22,23639
2019-01-23,23702
2019-01-24,23713
2019-01-25,23831
2019-01-26,23885
2019-01-27,23835
2019-01-28,23926
2019-01-29,23952
2019-01-30,24049
2019-01-31,24112
2019-02-01,24218
2019-02-02,24255
2019-02-03,24214
2019-02-04,24174
2019-02-05,24276
2019-02-06,24332
2019-02-07,24379
2019-02-08,24439
2019-02-09,24535
2019-02-10,24595
2019-02-11,24642
2019-02-12,24600
2019-02-13,24714
2019-02-14,24732
2019-02-15,24705
2019-02-16,24755
2019-02-17,24757
2019-02-18,24716
2019-02-19,24772
2019-02-20,24773
2019-02-21,24851
2019-02-22,24870
2019-02-23,24912
2019-02-24,25024
2019-02-25,25027
2019-02-26,25016
2019-02-27,25120
2019-02-28,25120
2019-03-01,25086
2019-03-02,25192
2019-03-03,25188
2019-03-04,25186
2019-03-05,25161
2019-03-06,25263
2019-03-07,25305
2019-03-08,25302
2019-03-09,25327
2019-03-10,25425
2019-03-11,25450
2019-03-12,25439
2019-03-13,25452
2019-03-14,25417
2019-03-15,25452
2019-03-16,25420
2019-03-17,25483
2019-03-18,25538
2019-03-19,25563
2019-03-20,25601
2019-03-21,25653
2019-03-22,25607
2019-03-23,25564
2019-03-24,25625
2019-03-25,25632
2019-03-26,25709
2019-03-27,25757
2019-03-28,25780
2019-03-29,25743
2019-03-30,25772
2019-03-31,25746
2019-04-01,25834
2019-04-02,25888
2019-04-03,25919
2019-04-04,25957
2019-04-05,25928
2019-04-06,25976
2019-04-07,26066
2019-04-08,26150
2019-04-09,26231
2019-04-10,26267
2019-04-11,26249
2019-04-12,26241
2019-04-13,26316
2019-04-14,26370
2019-04-15,26483
2019-04-16,26598
2019-04-17,26567
2019-04-18,26521
2019-04-19,26609
2019-04-20,26697
2019-04-21,26785
2019-04-22,26737
2019-04-23,26777
2019-04-24,26729
2019-04-25,26684
2019-04-26,26722
2019-04-27,26795
2019-04-28,26763
2019-04-29,26785
2019-04-30,26738
2019-05-01,26828
2019-05-02,26827
2019-05-03,26804
2019-05-04,26913
2019-05-05,26998
2019-05-06,26992
2019-05-07,27040
2019-05-08,27004
2019-05-09,27056
2019-05-10,27130
2019-05-11,27096
2019-05-12,27095
2019-05-13,27149
2019-05-14,27147
2019-05-15,27203
2019-05-16,27262
2019-05-17,27306
2019-05-18,27340
2019-05-19,27459
2019-05-20,27568
2019-05-21,27556
2019-05-22,27586
2019-05-23,27633
2019-05-24,27656
2019-05-25,27616
2019-05-26,27597
2019-05-27,27570
2019-05-28,27684
2019-05-29,27650
2019-05-30,27615
2019-05-31,27576
2019-06-01,27534
2019-06-02,27621
2019-06-03,27727
2019-06-04,27729
2019-06-05,27768
2019-06-06,27790
2019-06-07,27791
2019-06-08,27840
2019-06-09,27950
2019-06-10,27995
2019-06-11,28018
2019-06-12,28119
2019-06-13,28190
2019-06-14,28278
2019-06-15,28358
2019-06-16,28471
2019-06-17,28551
2019-06-18,28608
2019-06-19,28685
2019-06-20,28710
2019-06-21,28767
2019-06-22,28734
2019-06-23,28705
2019-06-24,28707
2019-06-25,28743
2019-06-26,28848
2019-06-27,28912
2019-06-28,29023
2019-06-29,29106
2019-06-30,29119
2019-07-01,29091
2019-07-02,29111
2019-07-03,29144
2019-07-04,29101
2019-07-05,29076
2019-07-06,29044
2019-07-07,29093
2019-07-08,29125
2019-07-09,29168
2019-07-10,29261
2019-07-11,29280
2019-07-12,29366
2019-07-13,29423
2019-07-14,29484
2019-07-15,29552
2019-07-16,29502
2019-07-17,29598
2019-07-18,29600
2019-07-19,29717
2019-07-20,29745
2019-07-21,29815
2019-07-22,29811
2019-07-23,29807
2019-07-24,29895
2019-07-25,29907
2019-07-26,29928
2019-07-27,29964
2019-07-28,30000
2019-07-29,29965
2019-07-30,30007
2019-07-31,30092
2019-08-01,30108
2019-08-02,30150
2019-08-03,30199
2019-08-04,30194
2019-08-05,30219
2019-08-06,30195
2019-08-07,30293
2019-08-08,30256
2019-08-09,30320
2019-08-10,30423
2019-08-11,30510
2019-08-12,30588
2019-08-13,30574
2019-08-14,30585
2019-08-15,30575
2019-08-16,30549
2019-08-17,30541
2019-08-18,30498
2019-08-19,30524
2019-08-20,30593
2019-08-21,30547
2019-08-22,30522
2019-08-23,30499
